City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country
98,Provideniya,64.3833,-173.3,4.46,60,95,22.79,overcast clouds,RU
99,Muroto,33.2833,134.15,41.04,58,93,4.54,overcast clouds,JP
100,Kautokeino,69.0125,23.0412,1.31,99,98,3.29,overcast clouds,NO
101,Lossiemouth,57.7214,-3.2834,37.62,74,0,17.27,clear sky,GB
102,Waddan,29.1614,16.139,49.8,75,1,8.21,clear sky,LY
103,Atbasar,51.8,68.3333,-2.79,98,41,4.47,scattered clouds,KZ
104,Barcelos,41.5388,-8.6151,52.29,92,100,1.48,overcast clouds,PT
105,Mezen,65.8522,44.24,-2.85,100,90,2.3,overcast clouds,RU
106,Rudnogorsk,57.2639,103.7519,-3.51,100,100,3.83,overcast clouds,RU
107,Monte Alegre,-2.0078,-54.0692,75.79,91,93,5.99,overcast clouds,BR
108,Nove Straseci,50.1527,13.9004,40.33,97,100,3,overcast clouds,CZ
109,Shadrinsk,56.0852,63.6335,28.99,92,100,15.93,overcast clouds,RU
110,Broken Hill,-31.95,141.4333,61.07,42,0,22.15,clear sky,AU
111,Bambous Virieux,-20.3428,57.7575,80.85,89,75,25.32,moderate rain,MU
112,Torbay,47.6666,-52.7314,36.57,84,100,23.02,overcast clouds,CA
113,Balabac,7.9868,117.0645,80.38,78,36,12.95,scattered clouds,PH
114,Guinguineo,14.2667,-15.95,84.02,17,0,9.22,clear sky,SN
115,Meligalas,37.2167,21.9667,46.45,65,16,2.3,few clouds,GR
116,Kinablangan,7.6947,126.5503,74.44,93,100,4.45,overcast clouds,PH
117,Iberia,29.9502,-91.7507,44.96,81,100,13.8,overcast clouds,US
118,Barrow,71.2906,-156.7887,-23.78,76,20,4.61,few clouds,US
119,Elat,29.5581,34.9482,58.84,38,40,11.5,scattered clouds,IL
120,Narsaq,60.9167,-46.05,26.82,96,100,4.21,light snow,GL
121,Jamestown,42.097,-79.2353,26.1,69,100,7,snow,US
122,Evinayong,1.4368,10.5512,67.35,99,100,2.48,overcast clouds,GQ
123,Bouca,6.5105,18.2733,72.1,22,32,5.01,scattered clouds,CF
124,Seoul,37.5683,126.9778,22.51,79,0,3.44,clear sky,KR
125,Port Alfred,-33.5906,26.891,70.32,79,83,18.16,broken clouds,ZA
126,Los Llanos De Aridane,28.6585,-17.9182,63.12,65,0,4,clear sky,ES
127,Pavino,59.1139,46.1414,15.98,91,100,2.33,overcast clouds,RU
128,Bluff,-46.6,168.3333,52.81,87,100,5.28,light rain,NZ
129,Bredasdorp,-34.5322,20.0403,61.29,72,20,3.44,few clouds,ZA
130,Saint-Philippe,-21.3585,55.7679,80.15,95,100,37.96,heavy intensity rain,RE
131,San Quintin,30.4833,-115.95,60.69,48,2,9.17,clear sky,MX
132,Butaritari,3.0707,172.7902,82.11,74,24,15.32,light rain,KI
133,Namibe,-15.1961,12.1522,72.7,74,1,7.05,clear sky,AO
134,Santiago Del Estero,-27.7951,-64.2615,82.13,63,70,6.8,broken clouds,AR
135,Chlorakas,34.8042,32.4083,50.88,87,75,4.61,broken clouds,CY
136,Kruisfontein,-34.0033,24.7314,64.89,77,59,11.68,broken clouds,ZA
137,Klaksvik,62.2266,-6.589,34.72,50,50,39.84,scattered clouds,FO
138,Deputatskiy,69.3,139.9,-25.38,98,98,2.55,overcast clouds,RU
139,Port-Gentil,-0.7193,8.7815,80.02,76,52,6.2,broken clouds,GA
140,Salinopolis,-0.6136,-47.3561,78.71,82,94,11.23,overcast clouds,BR
141,Iqaluit,63.7506,-68.5145,-9.67,64,75,10.36,light snow,CA
142,Kahului,20.8947,-156.47,83.46,54,20,12.66,few clouds,US
143,Portland,45.5234,-122.6762,54.01,81,75,1.01,broken clouds,US
144,Naze,28.3667,129.4833,52.72,76,100,18.28,overcast clouds,JP
145,Binzhou,37.3667,118.0167,23.85,55,89,7.34,overcast clouds,CN
146,Vanimo,-2.6741,141.3028,79.14,80,82,1.03,broken clouds,PG
147,Nanortalik,60.1432,-45.2371,28.45,68,100,11.97,light snow,GL
148,Borogontsy,62.6683,131.1683,-21.03,99,100,2.35,overcast clouds,RU
149,Chapais,49.7834,-74.8492,-15.02,96,99,2.55,overcast clouds,CA
150,Alofi,-19.0595,-169.9187,81.45,76,100,16.75,light rain,NU
151,San Patricio,28.017,-97.5169,37.49,77,100,20.07,snow,US
152,Tiznit,29.5833,-9.5,64.76,31,99,4.72,overcast clouds,MA
153,Flin Flon,54.7682,-101.865,-9.56,54,0,5.75,clear sky,CA
154,Olinda,-8.0089,-34.8553,82.13,69,40,6.91,scattered clouds,BR
155,San Cristobal,7.7669,-72.225,77.18,51,78,1.19,broken clouds,VE
156,Astoria,46.1879,-123.8313,52.56,88,75,1.01,broken clouds,US
157,Pangody,65.85,74.4859,-1.28,99,97,5.61,overcast clouds,RU
158,Saskylakh,71.9167,114.0833,-16.73,97,99,1.1,overcast clouds,RU
159,Chiplun,17.5333,73.5167,62.28,91,6,2.3,clear sky,IN
160,Mysliborz,52.9238,14.8679,45.25,97,100,8.66,light rain,PL
161,Matara,5.9485,80.5353,72.48,88,1,4.03,clear sky,LK
162,Vila Velha,-20.3297,-40.2925,76.95,94,75,2.3,broken clouds,BR
163,Inhambane,-23.865,35.3833,77.11,84,0,7.43,clear sky,MZ
164,Elyria,41.3684,-82.1077,24.58,90,100,14,snow,US
165,Bethel,41.3712,-73.414,42.67,96,100,0,moderate rain,US
166,Syracuse,37.0881,15.2792,49.89,54,0,5.41,clear sky,IT
167,Georgetown,5.4112,100.3354,80.53,89,20,2.3,few clouds,MY
168,El Alto,-4.2714,-81.2147,73.26,70,33,20.33,scattered clouds,PE
169,Mount Gambier,-37.8333,140.7667,61.43,58,81,9.28,broken clouds,AU
170,Rawson,-43.3002,-65.1023,70.41,55,59,6.73,broken clouds,AR
171,Leningradskiy,69.3833,178.4167,-10.52,81,2,8.88,clear sky,RU
172,Wad Rawah,15.1603,33.1397,74.79,15,56,15.97,broken clouds,SD
173,Srandakan,-7.9386,110.2506,61.74,89,89,4.34,overcast clouds,ID
174,Victoria,22.2855,114.1577,55.33,78,91,7,overcast clouds,HK
175,Yumen,40.2833,97.2,13.82,38,35,8.28,scattered clouds,CN
176,Ca Mau,9.1769,105.15,76.59,83,34,10.76,scattered clouds,VN
177,Frontera,26.9333,-101.45,37.15,65,100,9.22,mist,MX
178,Quatre Cocos,-20.2078,57.7625,80.71,90,100,22.84,moderate rain,MU
179,Numaligarh,26.6333,93.75,55.44,73,56,2.62,broken clouds,IN
180,Shellbrook,53.2168,-106.4011,-11.97,86,95,11.01,overcast clouds,CA
181,Sault Sainte Marie,46.5168,-84.3333,7.9,56,0,5.75,clear sky,CA
182,Khiri Mat,16.8333,99.8,73.44,66,42,1.12,scattered clouds,TH
183,Palmares,-8.6833,-35.5917,75.9,79,95,5.3,overcast clouds,BR
184,Umm Kaddadah,13.6017,26.6876,69.73,16,6,18.77,clear sky,SD
185,Verkhnyaya Inta,65.9811,60.3094,17.44,96,100,5.3,light snow,RU
186,Shingu,33.7333,135.9833,40.91,67,93,6.08,overcast clouds,JP
187,Arraial Do Cabo,-22.9661,-42.0278,75.16,94,75,3.44,broken clouds,BR
188,Touros,-5.1989,-35.4608,81.5,75,60,15.43,broken clouds,BR
189,Pacific Grove,36.6177,-121.9166,66.58,65,0,5.01,clear sky,US
190,Phaltan,17.9833,74.4333,60.67,70,25,6.38,scattered clouds,IN
191,Yamaranguila,14.2833,-88.25,72.55,43,20,4.61,few clouds,HN
192,Pochutla,15.7432,-96.4661,84.02,46,0,7.25,clear sky,MX
193,Hokitika,-42.7167,170.9667,63.63,97,100,10.4,moderate rain,NZ
194,Henties Bay,-22.116,14.2845,67.86,86,1,7.63,clear sky,NA
195,Airai,-8.9266,125.4092,63.7,88,100,2.66,overcast clouds,TL
196,Tayga,56.06,85.6197,12.25,97,100,6.15,overcast clouds,RU
197,Ponta Delgada,37.7333,-25.6667,61.5,77,20,17.27,few clouds,PT
198,Ilulissat,69.2167,-51.1,19.42,45,100,25.32,overcast clouds,GL
199,Sao Joao Da Barra,-21.6403,-41.0511,74.48,94,100,8.3,overcast clouds,BR
200,Ukiah,39.1502,-123.2078,68.43,40,0,4.61,clear sky,US
201,Mar Del Plata,-38.0023,-57.5575,71.62,90,0,7,clear sky,AR
202,Kalaleh,37.3807,55.4916,51.87,46,100,8.97,overcast clouds,IR
203,Saint George,37.1041,-113.5841,48.79,21,0,10,clear sky,US
204,Berdigestyakh,62.0989,126.6992,-23.48,99,98,4.12,overcast clouds,RU
205,Kasongo-Lunda,-6.4667,16.8167,69.46,97,100,0.43,light rain,CD
206,Araouane,18.9048,-3.5265,66.34,11,0,9.95,clear sky,ML
207,Okato,-39.2,173.8833,74.91,77,49,17.58,scattered clouds,NZ
208,Cross Lanes,38.4204,-81.7907,40.17,98,100,1.01,mist,US
209,Cherskiy,68.75,161.3,-32.49,100,9,3.58,clear sky,RU
210,Saint-Pierre,-21.3393,55.4781,80.24,92,100,20.24,very heavy rain,RE
211,Vilyuysk,63.7553,121.6247,-29.56,100,85,4.38,overcast clouds,RU
212,Ulsteinvik,62.3432,5.8487,39.97,85,100,8.01,moderate rain,NO
213,Constitucion,-35.3333,-72.4167,62.2,84,61,8.72,light rain,CL
214,Korla,41.7597,86.1469,24.8,50,100,6.04,overcast clouds,CN
215,Namatanai,-3.6667,152.4333,81.81,76,93,11.54,light rain,PG
216,Sola,-13.8833,167.55,81.27,89,100,0,light intensity shower rain,VU
217,Emba,48.8264,58.1442,21.07,78,100,11.32,overcast clouds,KZ
218,Taltal,-25.4,-70.4833,69.37,66,15,5.97,few clouds,CL
219,Thompson,55.7435,-97.8558,-12.84,64,0,9.22,clear sky,CA
220,Tuatapere,-46.1333,167.6833,52.83,94,100,4.16,overcast clouds,NZ
221,Norman Wells,65.282,-126.8329,-34.56,61,20,0,few clouds,CA
222,Byron Bay,-28.65,153.6167,77.05,79,85,18.92,light rain,AU
223,Aykino,62.2248,49.9922,13.62,97,99,3.2,overcast clouds,RU
224,Benguela,-12.5763,13.4055,74.73,75,66,2.37,broken clouds,AO
225,Bull Savanna,17.8868,-77.5902,75.79,76,18,9.33,few clouds,JM
226,Talaya,61.3833,152.75,-25.44,99,75,3.11,broken clouds,RU
227,Talnakh,69.4865,88.3972,-12.46,98,98,7.25,overcast clouds,RU
228,Igra,57.5558,53.0547,8.85,99,100,3.11,overcast clouds,RU
229,Hoquiam,46.9809,-123.8893,50.43,90,0,6.91,clear sky,US
230,Dingle,10.9995,122.6711,75.09,92,95,8.25,overcast clouds,PH
231,Pineville,31.3224,-92.4343,40.98,88,100,1.01,overcast clouds,US
232,Bima,-8.4667,118.7167,77.25,89,73,0.63,broken clouds,ID
233,Chokurdakh,70.6333,147.9167,-28.19,100,70,1.63,broken clouds,RU
234,Toamasina,-18.1667,49.3833,75.2,94,40,12.66,scattered clouds,MG
235,Lompoc,34.6391,-120.4579,67.08,54,0,12.66,clear sky,US
236,Eureka,40.8021,-124.1637,57.13,72,91,5.99,overcast clouds,US
237,Pilot Butte,50.4668,-104.4178,-1.21,74,20,20.71,few clouds,CA
238,Puerto Quijarro,-17.7833,-57.7667,76.8,94,100,3.53,overcast clouds,BO
239,Orvieto,42.7195,12.1116,47.28,86,100,1.01,overcast clouds,IT
240,Port Hardy,50.6996,-127.4199,44.76,93,100,12.66,light intensity drizzle,CA
241,Lerwick,60.1545,-1.1494,37.4,57,100,25.7,overcast clouds,GB
242,Adolfo Lopez Mateos,28.4667,-107.3,50.94,41,0,17.25,clear sky,MX
243,Betioky,-23.7167,44.3833,70.47,90,0,3.62,clear sky,MG
244,Springfield,37.2153,-93.2982,17.62,85,100,5.99,overcast clouds,US
245,Caohe,30.2297,115.4335,37.53,90,98,0.51,overcast clouds,CN
246,Tucuman,-26.8241,-65.2226,80.6,69,0,5.75,clear sky,AR
247,Askarovo,53.3372,58.5089,9.55,92,100,8.95,overcast clouds,RU
248,Ossora,59.2353,163.0719,13.71,90,100,12.53,overcast clouds,RU
249,Puerto Montt,-41.4698,-72.9447,65.23,82,75,8.05,broken clouds,CL
250,Tottori,35.5,134.2333,35.67,87,75,5.75,broken clouds,JP
251,Huatulco,15.8436,-96.3267,83.07,62,0,13.8,clear sky,MX
252,Nizhniy Kuranakh,58.8353,125.4869,-10.1,99,100,3.31,overcast clouds,RU
253,Hirara,24.8,125.2833,67.86,82,75,5.75,broken clouds,JP
254,Castro,-24.7911,-50.0119,66.47,95,83,4.65,broken clouds,BR
255,Ribeira Grande,38.5167,-28.7,58.68,74,100,18.12,overcast clouds,PT
256,Podgorica,42.4411,19.2636,30.51,56,42,5.03,scattered clouds,ME
257,Marsa Matruh,31.3525,27.2453,56.46,70,54,34.05,broken clouds,EG
258,Asfi,32.2994,-9.2372,62.42,57,100,7.38,overcast clouds,MA
259,Ovsyanka,55.9575,92.5519,-4.83,96,64,5.19,broken clouds,RU
260,Sakakah,29.9697,40.2064,56.77,46,0,14.94,clear sky,SA
261,Fairbanks,64.8378,-147.7164,0.01,63,100,8.05,overcast clouds,US
262,Kanye,-24.9667,25.3327,67.46,82,95,6.31,overcast clouds,BW
263,Chernyshevsk,52.5243,117.0174,-30.37,100,32,0.45,scattered clouds,RU
264,Padang,-0.9492,100.3543,75.25,88,85,4.68,light rain,ID
265,Andenes,69.3143,16.1194,21.18,68,57,25.32,broken clouds,NO
266,Meulaboh,4.1363,96.1285,74.77,85,96,2.21,overcast clouds,ID
267,Kodlipet,12.8,75.8833,58.17,94,32,3.76,scattered clouds,IN
268,Belgrade,44.804,20.4651,31.66,78,0,6.91,clear sky,RS
269,Todos Santos,23.45,-110.2167,73.44,51,47,2.66,scattered clouds,MX
270,Saint-Augustin,51.226,-58.6502,20.12,78,100,19.37,overcast clouds,CA
271,Zelino,41.9803,21.0642,27.7,75,10,6.76,clear sky,MK
272,Steamboat Springs,40.485,-106.8317,13.5,48,0,0,clear sky,US
273,Hollins,37.3413,-79.9431,58.44,97,100,0,light rain,US
274,Jiwani,25.05,61.7417,69.51,53,0,10.6,clear sky,PK
275,Margate,51.3813,1.3862,48.96,87,98,17.29,overcast clouds,GB
276,Crotone,39.0851,17.1178,48.29,61,4,11.34,clear sky,IT
277,Lagoa,39.05,-27.9833,57.58,73,100,14,overcast clouds,PT
278,Imbituba,-28.24,-48.6703,78.69,87,27,17.22,scattered clouds,BR
279,Poum,-20.2333,164.0167,82.26,84,97,15.75,overcast clouds,NC
280,San Francisco,37.7749,-122.4194,66.97,52,75,1.99,broken clouds,US
281,Sibolga,1.7427,98.7792,73.83,88,58,3.98,light rain,ID
282,Komsomolskiy,40.4272,71.7189,35.02,80,6,6.91,mist,UZ
283,Sept-Iles,50.2001,-66.3821,9.05,55,75,11.99,broken clouds,CA
284,Bend,44.0582,-121.3153,51.66,46,0,5.75,clear sky,US
285,Sitka,57.0531,-135.33,39.09,93,100,5.75,moderate rain,US
286,Kavos,38.8268,22.8322,43.18,56,22,8.1,few clouds,GR
287,Northam,51.0333,-4.2167,51.03,91,100,20.29,overcast clouds,GB
288,Kardla,58.9978,22.7492,23.05,95,52,8.14,broken clouds,EE
289,Huilong,31.8111,121.655,39.04,69,6,7.05,clear sky,CN
290,Leeton,-34.5667,146.4,66.88,45,0,9.22,clear sky,AU
291,Atar,20.5169,-13.0499,71.42,11,0,8.48,clear sky,MR
292,Keti Bandar,24.1447,67.4497,68.16,60,0,8.72,clear sky,PK
293,Huoqiu,32.3394,116.2694,32.94,91,6,2.13,clear sky,CN
294,Te Anau,-45.4167,167.7167,47.17,97,100,3.98,light rain,NZ
295,Cockburn Town,21.4612,-71.1419,75.38,74,62,23.76,broken clouds,TC
296,Rzhaksa,52.1338,42.0264,29.16,98,100,9.86,snow,RU
297,Tautira,-17.7333,-149.15,87.82,74,26,15.48,scattered clouds,PF
298,Beyneu,45.3167,55.2,35.29,69,75,21.83,broken clouds,KZ
299,Wukari,7.85,9.7833,74.88,16,24,6.22,few clouds,NG
300,Petropavl,54.8753,69.1628,20.55,82,100,15.26,overcast clouds,KZ
301,Touzim,50.0605,12.9851,39.76,91,100,3.44,overcast clouds,CZ
302,Hualmay,-11.0964,-77.6139,73.47,75,22,11.59,few clouds,PE
303,Shevchenkove,49.6959,37.1735,31.78,99,100,6.6,overcast clouds,UA
304,Sturgis,41.7992,-85.4192,19.31,93,100,11.5,overcast clouds,US
305,Hay River,60.8156,-115.7999,-14.82,64,20,5.75,few clouds,CA
306,Grindavik,63.8424,-22.4338,25.27,74,75,21.85,broken clouds,IS
307,Topi,34.0704,72.6236,48.87,83,1,2.21,clear sky,PK
308,Arahal,37.1864,-5.5549,55.04,64,0,8.05,clear sky,ES
309,Riberalta,-10.9833,-66.1,80.8,78,75,0,broken clouds,BO
310,Iskateley,67.6803,53.1512,-4.63,100,97,4.07,overcast clouds,RU
311,Port Augusta,-32.5,137.7667,69.71,41,0,8.14,clear sky,AU
312,Jibuti,11.5,42.5,69.22,68,3,9.91,clear sky,DJ
313,White Rock,49.0164,-122.8026,45.36,99,100,3.44,overcast clouds,CA
314,Barabai,-2.5833,115.3833,74.05,94,100,0.69,overcast clouds,ID
315,Pisco,-13.7,-76.2167,71.65,73,0,21.85,clear sky,PE
316,Longyearbyen,78.2186,15.6401,15.64,73,20,2.3,few clouds,SJ
317,Avera,33.194,-82.5271,73.27,60,100,11.27,overcast clouds,US
318,Jumla,29.2747,82.1838,34.34,97,100,5.7,snow,NP
319,Cayenne,4.9333,-52.3333,78.1,90,75,4,broken clouds,GF
320,Pevek,69.7008,170.3133,-17.63,94,11,2.1,few clouds,RU
321,Wanning,18.8003,110.3967,63.21,89,100,9.06,overcast clouds,CN
322,Ciro Marina,39.3732,17.126,48.22,59,5,12.06,clear sky,IT
323,Qeshm,26.9581,56.2719,60.69,59,0,5.88,clear sky,IR
324,Palmer,42.1584,-72.3287,43.84,87,100,0,moderate rain,US
325,Homer,59.6425,-151.5483,35.49,80,100,3.44,light snow,US
326,Yulara,-25.2406,130.9889,69.64,43,51,16.11,broken clouds,AU
327,Ugoofaaru,5.6667,73,80.13,76,14,5.5,few clouds,MV
328,Richards Bay,-28.783,32.0377,78.55,92,71,12.03,light rain,ZA
329,Shwebo,22.5667,95.7,55.98,68,0,6.29,clear sky,MM
330,Beringovskiy,63.05,179.3167,0.86,78,99,19.55,overcast clouds,RU
331,Vestmanna,62.1564,-7.1664,31.12,69,75,26.46,light snow,FO
332,Alice Springs,-23.7,133.8833,67.55,56,78,10.36,broken clouds,AU
333,Antofagasta,-23.65,-70.4,72.21,61,7,10.11,clear sky,CL
334,Saldanha,-33.0117,17.9442,59.05,79,5,18.12,clear sky,ZA
335,San Luis,-33.295,-66.3356,83.68,32,20,12.21,few clouds,AR
336,Omboue,-1.5746,9.2618,76.23,86,96,4.52,overcast clouds,GA
337,Kuusamo,65.9667,29.1833,-9.36,77,20,1.14,few clouds,FI
338,Kargasok,59.0556,80.8572,12.04,94,91,9.62,overcast clouds,RU
339,Bereda,43.2686,-7.5406,50,96,86,3.09,overcast clouds,ES
340,Bandarbeyla,9.4942,50.8122,73.42,70,1,13.09,clear sky,SO
341,Srednekolymsk,67.45,153.6833,-38.25,100,43,0.92,scattered clouds,RU
342,Sinnamary,5.3833,-52.95,76.66,88,84,11.81,broken clouds,GF
343,Lithakia,37.7167,20.8333,45.59,53,0,14.76,clear sky,GR
344,Husavik,66.0449,-17.3389,24.71,79,100,19.6,light snow,IS
345,Oyama,36.3,139.8,41.59,42,82,2.89,broken clouds,JP
346,Bowling Green,36.9903,-86.4436,35.53,91,100,4.61,light rain,US
347,Port Macquarie,-31.4333,152.9167,69.89,100,75,10.36,broken clouds,AU
348,Tartagal,-22.5164,-63.8013,79.81,65,84,5.99,broken clouds,AR
